# GVClass Pipeline Version: 1.0.0
query	taxonomy_majority	taxonomy_strict	species	genus	family	order	class	phylum	domain	avgdist	order_dup	order_completeness	gvog4_unique	gvog8_unique	gvog8_total	gvog8_dup	mcp_total	mirus_unique	mirus_total	mirus_dup	mrya_unique	mrya_total	phage_unique	phage_total	cellular_unique	cellular_total	cellular_dup	contigs	LENbp	GCperc	genecount	CODINGperc	ttable
bin_6386	s_;g_g335;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-S-1101161-78:45(36.89%),NCLDV__GVMAG-M-3300023179-166:13(10.66%),NCLDV__GVMAG-M-3300023184-65:10(8.20%),NCLDV__GVMAG-M-3300005662-30:10(8.20%),NCLDV__Kaumoebavirus_Sc:9(7.38%),NCLDV__GVMAG-M-3300027708-30:8(6.56%),NCLDV__GVMAG-M-3300027892-57:5(4.10%),NCLDV__GVMAG-M-3300023184-70:4(3.28%),NCLDV__GVMAG-M-3300009182-48:3(2.46%),NCLDV__GVMAG-M-3300009185-54:3(2.46%),NCLDV__GVMAG-M-3300009184-32:3(2.46%),NCLDV__ERX552270-108:2(1.64%),ARC__Thermococcus:1(0.82%),NCLDV__GVMAG-M-3300023184-168:1(0.82%),NCLDV__GVMAG-M-3300027892-35:1(0.82%),NCLDV__GVMAG-M-3300023174-193:1(0.82%),NCLDV__GVMAG-M-3300023184-150:1(0.82%),NCLDV__GVMAG-M-3300009163-62:1(0.82%),NCLDV__GVMAG-M-3300023174-24:1(0.82%)	NCLDV__g335:94(77.05%),NCLDV__g336:12(9.84%),NCLDV__g16:9(7.38%),NCLDV__g314:4(3.28%),NCLDV__g344:2(1.64%),ARC__Thermococcaceae:1(0.82%)	NCLDV__Mesomimiviridae:112(91.80%),NCLDV__AF_01:9(7.38%),ARC__Thermococcales:1(0.82%)	NCLDV__Imitervirales:112(91.80%),NCLDV__Asfuvirales:9(7.38%),ARC__Thermococci:1(0.82%)	NCLDV__Megaviricetes:112(91.80%),NCLDV__Pokkesviricetes:9(7.38%),ARC__Methanobacteriota_B:1(0.82%)	NCLDV__Nucleocytoviricota:121(99.18%),ARC__Archaea:1(0.82%)	NCLDV:121(99.18%),ARC:1(0.82%)	4.883319732830328	1.5	94.38	3	5	7	1.4	2	0	0	0.0	1	1	0	0	0	0	0.0	38	419061	35.44	415	93.1	code4
bin_6387	s_;g_;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-M-3300027749-36:29(38.16%),NCLDV__GVMAG-M-3300027969-16:18(23.68%),NCLDV__GVMAG-M-3300023179-138:4(5.26%),NCLDV__GVMAG-S-1101181-136:4(5.26%),NCLDV__GVMAG-M-3300023184-62:3(3.95%),NCLDV__GVMAG-S-1035414-12:3(3.95%),NCLDV__GVMAG-S-1101164-105:3(3.95%),NCLDV__SRX331950-48:2(2.63%),NCLDV__GVMAG-M-3300009163-47:2(2.63%),BAC__RGVZ01:1(1.32%),NCLDV__GVMAG-M-3300023179-49:1(1.32%),NCLDV__SRX331703-51:1(1.32%),NCLDV__GVMAG-S-3300010158-104:1(1.32%),NCLDV__ERX552270-108:1(1.32%),NCLDV__GVMAG-M-3300020728-1:1(1.32%),NCLDV__GVMAG-M-3300023174-16:1(1.32%),NCLDV__GVMAG-S-1035100-100:1(1.32%)	NCLDV__g319:36(47.37%),NCLDV__g314:27(35.53%),NCLDV__g318:6(7.89%),NCLDV__g315:3(3.95%),BAC__RGVZ01:1(1.32%),NCLDV__g316:1(1.32%),NCLDV__g344:1(1.32%),NCLDV__g322:1(1.32%)	NCLDV__Mesomimiviridae:75(98.68%),BAC__Oligoflexales:1(1.32%)	NCLDV__Imitervirales:75(98.68%),BAC__Oligoflexia:1(1.32%)	NCLDV__Megaviricetes:75(98.68%),BAC__Bdellovibrionota:1(1.32%)	NCLDV__Nucleocytoviricota:75(98.68%),BAC__Bacteria:1(1.32%)	NCLDV:75(98.68%),BAC:1(1.32%)	5.933285918348685	1.22	66.29	3	4	5	1.25	1	0	0	0.0	0	0	1	1	0	0	0.0	35	266047	52.87	298	93.83	code11
bin_6390	s_;g_g257;f_IM_13;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-M-3300023174-167:13(17.81%),NCLDV__GVMAG-M-3300023184-64:12(16.44%),NCLDV__GVMAG-M-3300005613-49:10(13.70%),NCLDV__ERX552287-8:4(5.48%),NCLDV__GVMAG-M-3300005613-38:3(4.11%),NCLDV__GVMAG-M-3300005613-29:3(4.11%),NCLDV__GVMAG-M-3300005613-55:3(4.11%),EUK__Brevimastigomonas:2(2.74%),NCLDV__GVMAG-M-3300011013-19:2(2.74%),NCLDV__GVMAG-S-3300005613-53:1(1.37%),NCLDV__ERX552261-23:1(1.37%),NCLDV__SRX803008-78:1(1.37%),NCLDV__GVMAG-M-3300013132-70:1(1.37%),NCLDV__GVMAG-S-3300005613-42:1(1.37%),NCLDV__GVMAG-M-3300017783-9:1(1.37%),NCLDV__GVMAG-M-3300017788-7:1(1.37%),NCLDV__GVMAG-M-3300023179-83:1(1.37%),NCLDV__GVMAG-M-3300009163-47:1(1.37%),NCLDV__ERX552264-38:1(1.37%),NCLDV__GVMAG-M-3300023179-71:1(1.37%),NCLDV__ERX552270-89:1(1.37%),NCLDV__GVMAG-M-3300020169-51:1(1.37%),NCLDV__ERX556058-46:1(1.37%),NCLDV__GVMAG-M-3300025860-25:1(1.37%),NCLDV__SRX802143-64:1(1.37%),NCLDV__GVMAG-M-3300023112-4:1(1.37%),NCLDV__GVMAG-M-3300022752-15:1(1.37%),EUK__Anaeramoeba:1(1.37%),EUK__Populus:1(1.37%),NCLDV__GVMAG-M-3300023174-138:1(1.37%)	NCLDV__g257:42(57.53%),NCLDV__g288:4(5.48%),NCLDV__g261:3(4.11%),NCLDV__g260:3(4.11%),NCLDV__g258:2(2.74%),EUK__Cercomonadidae:2(2.74%),NCLDV__g305:1(1.37%),NCLDV__g259:1(1.37%),NCLDV__g200:1(1.37%),NCLDV__g106:1(1.37%),NCLDV__g210:1(1.37%),NCLDV__g110:1(1.37%),NCLDV__g318:1(1.37%),NCLDV__g275:1(1.37%),NCLDV__g338:1(1.37%),NCLDV__g301:1(1.37%),NCLDV__g329:1(1.37%),NCLDV__g287:1(1.37%),NCLDV__g262:1(1.37%),NCLDV__g109:1(1.37%),EUK__Eukaryota_X:1(1.37%),EUK__Salicaceae:1(1.37%),NCLDV__g335:1(1.37%)	NCLDV__IM_13:52(71.23%),NCLDV__IM_08:5(6.85%),NCLDV__Mesomimiviridae:4(5.48%),NCLDV__PM_01:3(4.11%),NCLDV__Allomimiviridae:2(2.74%),EUK__Cercomonadida:2(2.74%),NCLDV__IM_18:1(1.37%),NCLDV__Mimiviridae:1(1.37%),NCLDV__IM_09:1(1.37%),EUK__Eukaryota_X:1(1.37%),EUK__Malpighiales:1(1.37%)	NCLDV__Imitervirales:66(90.41%),NCLDV__Pimascovirales:3(4.11%),EUK__Cercozoa_X:2(2.74%),EUK__Eukaryota_X:1(1.37%),EUK__Magnoliopsida:1(1.37%)	NCLDV__Megaviricetes:69(94.52%),EUK__Cercozoa:2(2.74%),EUK__Eukaryota_X:1(1.37%),EUK__Streptophyta:1(1.37%)	NCLDV__Nucleocytoviricota:69(94.52%),EUK__Eukaryota:4(5.48%)	NCLDV:69(94.52%),EUK:4(5.48%)	2.7635594779547947	1.39	49.44	2	2	2	1.0	2	0	0	0.0	0	0	0	0	0	0	0.0	111	566361	29.13	528	92.36	code106
bin_6393	s_;g_g335;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-M-3300005662-68:30(28.30%),NCLDV__GVMAG-S-1035082-55:7(6.60%),NCLDV__GVMAG-M-3300023174-188:7(6.60%),NCLDV__SRX474032-80:5(4.72%),NCLDV__GVMAG-S-1074335-3:5(4.72%),NCLDV__GVMAG-M-3300024261-26:5(4.72%),NCLDV__GVMAG-S-1035082-51:4(3.77%),NCLDV__GVMAG-M-3300020726-3:4(3.77%),NCLDV__GVMAG-M-3300023184-86:3(2.83%),NCLDV__GVMAG-M-3300009182-9:3(2.83%),NCLDV__GVMAG-S-ERX556049-19:3(2.83%),NCLDV__ERX555967-26:3(2.83%),NCLDV__GVMAG-M-3300023174-5:3(2.83%),NCLDV__GVMAG-M-3300027747-57:3(2.83%),NCLDV__GVMAG-M-3300005662-30:2(1.89%),NCLDV__GVMAG-M-3300023184-182:2(1.89%),NCLDV__GVMAG-M-3300023174-193:2(1.89%),NCLDV__GVMAG-M-3300023174-55:1(0.94%),NCLDV__GVMAG-M-3300023179-166:1(0.94%),NCLDV__GVMAG-M-3300017956-3:1(0.94%),NCLDV__ERX556019-13:1(0.94%),NCLDV__GVMAG-M-3300023184-105:1(0.94%),NCLDV__GVMAG-M-3300010158-63:1(0.94%),EUK__Nonionella:1(0.94%),EUK__Guillardia:1(0.94%),NCLDV__GVMAG-S-1101162-85:1(0.94%),NCLDV__ERX552270-108:1(0.94%),NCLDV__GVMAG-M-3300020728-1:1(0.94%),NCLDV__GVMAG-M-3300009161-41:1(0.94%),NCLDV__SRX331950-43:1(0.94%),NCLDV__GVMAG-S-3300012000-53:1(0.94%),NCLDV__GVMAG-M-3300010157-4:1(0.94%)	NCLDV__g335:89(83.96%),NCLDV__g336:9(8.49%),NCLDV__g80:3(2.83%),NCLDV__g212:1(0.94%),EUK__Nonionidae:1(0.94%),EUK__Geminigeraceae:1(0.94%),NCLDV__g344:1(0.94%),NCLDV__g322:1(0.94%)	NCLDV__Mesomimiviridae:100(94.34%),NCLDV__PM_04:3(2.83%),NCLDV__Mimiviridae:1(0.94%),EUK__Rotaliida:1(0.94%),EUK__Pyrenomonadales:1(0.94%)	NCLDV__Imitervirales:101(95.28%),NCLDV__Pimascovirales:3(2.83%),EUK__Foraminifera_X:1(0.94%),EUK__Cryptophyceae:1(0.94%)	NCLDV__Megaviricetes:104(98.11%),EUK__Foraminifera:1(0.94%),EUK__Eukaryota_X:1(0.94%)	NCLDV__Nucleocytoviricota:104(98.11%),EUK__Eukaryota:2(1.89%)	NCLDV:104(98.11%),EUK:2(1.89%)	5.377911577536793	1.62	68.54	4	6	14	2.33	1	0	0	0.0	0	0	0	0	0	0	0.0	85	453409	36.07	452	91.3	codemeta
bin_6397	s_;g_g344;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	NCLDV__GVMAG-M-3300027754-9:41(42.27%),NCLDV__GVMAG-M-3300023184-40:20(20.62%),NCLDV__ERX552270-100:10(10.31%),NCLDV__GVMAG-M-3300018420-25:9(9.28%),NCLDV__GVMAG-M-3300007522-11:3(3.09%),NCLDV__GVMAG-S-1103012-103:1(1.03%),NCLDV__ERX556028-70:1(1.03%),NCLDV__SRX802202-55:1(1.03%),NCLDV__GVMAG-M-3300006810-8:1(1.03%),NCLDV__ERX552270-62:1(1.03%),NCLDV__GVMAG-M-3300027759-32:1(1.03%),NCLDV__GVMAG-S-1101172-98:1(1.03%),NCLDV__GVMAG-M-3300023184-150:1(1.03%),NCLDV__GVMAG-S-ERX556106-38:1(1.03%),NCLDV__GVMAG-M-3300021425-30:1(1.03%),NCLDV__GVMAG-M-3300009155-2:1(1.03%),NCLDV__GVMAG-M-3300021371-30:1(1.03%),NCLDV__GVMAG-M-3300018415-13:1(1.03%),NCLDV__GVMAG-S-1085360-44:1(1.03%)	NCLDV__g344:72(74.23%),NCLDV__g343:11(11.34%),NCLDV__g300:9(9.28%),NCLDV__g336:3(3.09%),NCLDV__g339:1(1.03%),NCLDV__g102:1(1.03%)	NCLDV__Mesomimiviridae:87(89.69%),NCLDV__Allomimiviridae:9(9.28%),NCLDV__PM_01:1(1.03%)	NCLDV__Imitervirales:96(98.97%),NCLDV__Pimascovirales:1(1.03%)	NCLDV__Megaviricetes:97(100.00%)	NCLDV__Nucleocytoviricota:97(100.00%)	NCLDV:97(100.00%)	3.5067253405247425	1.46	79.78	3	4	6	1.5	3	1	1	1.0	0	0	0	0	0	0	0.0	38	351091	34.57	375	92.66	code129
bin_6404	s_;g_;f_Mimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-M-3300010334-28:22(26.83%),NCLDV__GVMAG-M-3300020187-22:9(10.98%),NCLDV__Edafosvirus_sp-_:5(6.10%),NCLDV__Indivirus_ILV1_:3(3.66%),NCLDV__Fadolivirus:3(3.66%),NCLDV__SRX802077-79:3(3.66%),NCLDV__Catovirus_CTV1_:2(2.44%),NCLDV__GVMAG-M-3300022752-33:2(2.44%),NCLDV__SRX327520-21:2(2.44%),NCLDV__cPacV_1605:2(2.44%),NCLDV__GVMAG-M-3300020165-43:2(2.44%),NCLDV__GVMAG-M-3300013004-50:2(2.44%),NCLDV__Acanthamoeba_polyphaga_mimivirus_strain=Oyster:1(1.22%),NCLDV__GVMAG-S-ERX555967-93:1(1.22%),NCLDV__GVMAG-M-3300009169-13:1(1.22%),NCLDV__GVMAG-M-3300023179-117:1(1.22%),EUK__Galdieria:1(1.22%),NCLDV__Terrestrivirus_sp-_:1(1.22%),NCLDV__ERX552255-64:1(1.22%),NCLDV__GVMAG-S-1035112-32:1(1.22%),NCLDV__GVMAG-S-3300013286-35:1(1.22%),NCLDV__GVMAG-M-3300020185-39:1(1.22%),NCLDV__GVMAG-M-3300023179-27:1(1.22%),NCLDV__GVMAG-M-3300013127-28:1(1.22%),NCLDV__ERX682739-20:1(1.22%),NCLDV__GVMAG-M-3300012954-26:1(1.22%),NCLDV__GVMAG-S-3300013014-136:1(1.22%),EUK__Capitella:1(1.22%),NCLDV__ERX552254-13:1(1.22%),NCLDV__GVMAG-M-3300027769-19:1(1.22%),NCLDV__GVMAG-S-1101162-72:1(1.22%),NCLDV__GVMAG-M-3300009697-1:1(1.22%),NCLDV__GVMAG-M-3300009182-49:1(1.22%),NCLDV__GVMAG-S-3300013131-119:1(1.22%),EUK__Trichomonas:1(1.22%),EUK__Batrachochytrium:1(1.22%),NCLDV__SRX802073-99:1(1.22%)	NCLDV__g243:22(26.83%),NCLDV__g244:9(10.98%),NCLDV__g233-Klosneuvirinae:6(7.32%),NCLDV__g238-Klosneuvirinae:5(6.10%),NCLDV__g226:5(6.10%),NCLDV__g215:3(3.66%),NCLDV__g295:3(3.66%),NCLDV__g241-Klosneuvirinae:2(2.44%),NCLDV__g224:2(2.44%),NCLDV__g245:2(2.44%),NCLDV__g246-Megamimivirinae:1(1.22%),NCLDV__g242:1(1.22%),EUK__Cyanidiaceae:1(1.22%),NCLDV__g239-Klosneuvirinae:1(1.22%),NCLDV__g270:1(1.22%),NCLDV__g335:1(1.22%),NCLDV__g317:1(1.22%),NCLDV__g344:1(1.22%),NCLDV__g235:1(1.22%),NCLDV__g255:1(1.22%),NCLDV__g200:1(1.22%),NCLDV__g343:1(1.22%),NCLDV__g118:1(1.22%),EUK__Capitellidae:1(1.22%),NCLDV__g219:1(1.22%),NCLDV__g341:1(1.22%),NCLDV__g308:1(1.22%),NCLDV__g217:1(1.22%),NCLDV__g336:1(1.22%),NCLDV__g234-Klosneuvirinae:1(1.22%),EUK__Trichomonadidae:1(1.22%),EUK__Rhizophydiales_X:1(1.22%),NCLDV__g339:1(1.22%)	NCLDV__Mimiviridae:63(76.83%),NCLDV__Mesomimiviridae:7(8.54%),NCLDV__IM_07:3(3.66%),EUK__Cyanidiales:1(1.22%),NCLDV__IM_06:1(1.22%),NCLDV__IM_14:1(1.22%),NCLDV__IM_18:1(1.22%),NCLDV__PM_01:1(1.22%),EUK__Polychaeta_X:1(1.22%),NCLDV__Allomimiviridae:1(1.22%),EUK__Trichomonadida:1(1.22%),EUK__Rhizophydiales:1(1.22%)	NCLDV__Imitervirales:77(93.90%),EUK__Bangiophyceae:1(1.22%),NCLDV__Pimascovirales:1(1.22%),EUK__Polychaeta:1(1.22%),EUK__Parabasalia_X:1(1.22%),EUK__Chytridiomycetes:1(1.22%)	NCLDV__Megaviricetes:78(95.12%),EUK__Rhodophyta:1(1.22%),EUK__Annelida:1(1.22%),EUK__Parabasalia:1(1.22%),EUK__Chytridiomycota:1(1.22%)	NCLDV__Nucleocytoviricota:78(95.12%),EUK__Eukaryota:4(4.88%)	NCLDV:78(95.12%),EUK:4(4.88%)	2.2167640530195127	1.59	49.44	4	5	5	1.0	3	0	0	0.0	1	1	0	0	0	0	0.0	79	583892	22.73	600	89.53	code1
bin_6412	s_;g_g222;f_Mimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__GVMAG-M-3300013005-61:12(21.82%),NCLDV__Prymnesium_kappa_virus_RF01:11(20.00%),NCLDV__GVMAG-M-3300023179-2:8(14.55%),NCLDV__GVMAG-M-3300007522-15:6(10.91%),NCLDV__GVMAG-S-3300009084-161:3(5.45%),NCLDV__GVMAG-M-3300023174-31:2(3.64%),NCLDV__Cafeteria_roenbergensis_virus_BV-PW1_strain=BV-PW1:1(1.82%),EUK__Hydrurales:1(1.82%),NCLDV__GVMAG-M-3300007522-31:1(1.82%),EUK__Schizosaccharomyces:1(1.82%),NCLDV__mPacV_611:1(1.82%),NCLDV__Klosneuvirus_KNV1_:1(1.82%),NCLDV__GVMAG-M-3300023174-32:1(1.82%),NCLDV__GVMAG-S-1035348-10:1(1.82%),NCLDV__cPacV_1605:1(1.82%),NCLDV__ERX556059-13:1(1.82%),NCLDV__GVMAG-M-3300023179-61:1(1.82%),NCLDV__GVMAG-M-3300022752-33:1(1.82%),NCLDV__SRX802077-79:1(1.82%)	NCLDV__g222:29(52.73%),NCLDV__Biavirus:11(20.00%),NCLDV__g246-Megamimivirinae:3(5.45%),NCLDV__g226:2(3.64%),NCLDV__g225-Aliimimivirinae:1(1.82%),EUK__Hydrurales_X:1(1.82%),EUK__Schizosaccharomycetaceae:1(1.82%),NCLDV__g220:1(1.82%),NCLDV__g233-Klosneuvirinae:1(1.82%),NCLDV__g341:1(1.82%),NCLDV__g214:1(1.82%),NCLDV__g300:1(1.82%),NCLDV__g223:1(1.82%),NCLDV__g224:1(1.82%)	NCLDV__Mimiviridae:40(72.73%),NCLDV__Schizomimiviridae:11(20.00%),EUK__Hydrurales:1(1.82%),EUK__Schizosaccharomycetales:1(1.82%),NCLDV__Mesomimiviridae:1(1.82%),NCLDV__Allomimiviridae:1(1.82%)	NCLDV__Imitervirales:53(96.36%),EUK__Chrysophyceae:1(1.82%),EUK__Schizosaccharomycetes:1(1.82%)	NCLDV__Megaviricetes:53(96.36%),EUK__Eukaryota_X:1(1.82%),EUK__Ascomycota:1(1.82%)	NCLDV__Nucleocytoviricota:53(96.36%),EUK__Eukaryota:2(3.64%)	NCLDV:53(96.36%),EUK:2(3.64%)	2.424706668609091	1.39	37.08	4	6	7	1.17	0	0	0	0.0	0	0	0	0	0	0	0.0	59	282978	23.73	247	89.33	code15
bin_6413	s_;g_g335;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	NCLDV__ERX552296-13:12(16.00%),NCLDV__GVMAG-M-3300009182-48:8(10.67%),NCLDV__GVMAG-S-3300005662-174:6(8.00%),NCLDV__GVMAG-M-3300010158-63:5(6.67%),NCLDV__GVMAG-M-3300022752-82:3(4.00%),NCLDV__GVMAG-M-3300023179-166:3(4.00%),NCLDV__GVMAG-S-3300013014-110:3(4.00%),NCLDV__GVMAG-M-3300023174-124:2(2.67%),NCLDV__GVMAG-M-3300009164-3:2(2.67%),NCLDV__GVMAG-S-3300005662-148:2(2.67%),NCLDV__GVMAG-S-1101162-94:2(2.67%),NCLDV__GVMAG-M-3300005662-30:2(2.67%),NCLDV__GVMAG-M-3300009155-48:1(1.33%),NCLDV__GVMAG-M-3300027747-57:1(1.33%),NCLDV__GVMAG-M-3300022752-80:1(1.33%),NCLDV__GVMAG-M-3300023179-68:1(1.33%),NCLDV__GVMAG-S-1101161-78:1(1.33%),NCLDV__GVMAG-M-3300023179-152:1(1.33%),NCLDV__GVMAG-S-1101164-67:1(1.33%),NCLDV__GVMAG-M-3300023174-134:1(1.33%),NCLDV__GVMAG-M-3300023184-81:1(1.33%),NCLDV__GVMAG-M-3300006752-9:1(1.33%),NCLDV__GVMAG-M-3300027732-33:1(1.33%),NCLDV__GVMAG-M-3300023174-92:1(1.33%),NCLDV__GVMAG-M-3300027892-70:1(1.33%),NCLDV__GVMAG-S-3300013285-29:1(1.33%),NCLDV__GVMAG-M-3300023174-188:1(1.33%),NCLDV__GVMAG-M-3300023174-49:1(1.33%),NCLDV__GVMAG-M-3300027892-35:1(1.33%),NCLDV__GVMAG-M-3300023184-182:1(1.33%),NCLDV__GVMAG-M-3300017950-2:1(1.33%),NCLDV__GVMAG-M-3300007522-55:1(1.33%),NCLDV__GVMAG-M-3300009185-54:1(1.33%),NCLDV__GVMAG-M-3300023184-168:1(1.33%),NCLDV__GVMAG-M-3300023174-193:1(1.33%),NCLDV__GVMAG-M-3300009164-69:1(1.33%),NCLDV__GVMAG-M-3300023184-105:1(1.33%)	NCLDV__g335:73(97.33%),NCLDV__g341:1(1.33%),NCLDV__g336:1(1.33%)	NCLDV__Mesomimiviridae:75(100.00%)	NCLDV__Imitervirales:75(100.00%)	NCLDV__Megaviricetes:75(100.00%)	NCLDV__Nucleocytoviricota:75(100.00%)	NCLDV:75(100.00%)	4.692862584478666	1.35	61.8	4	6	9	1.5	1	0	0	0.0	1	1	0	0	0	0	0.0	36	289209	35.71	243	89.33	codemeta
bin_6434	s_;g_g336;f_Mesomimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	NCLDV__GVMAG-M-3300023184-86:22(28.57%),NCLDV__GVMAG-M-3300009684-23:6(7.79%),NCLDV__GVMAG-M-3300024312-6:6(7.79%),NCLDV__GVMAG-M-3300009151-82:5(6.49%),NCLDV__GVMAG-M-3300024327-2:5(6.49%),NCLDV__GVMAG-M-3300003395-8:4(5.19%),NCLDV__GVMAG-M-3300022752-33:3(3.90%),NCLDV__GVMAG-M-3300009155-2:3(3.90%),NCLDV__GVMAG-M-3300023179-67:2(2.60%),NCLDV__GVMAG-M-3300023184-51:2(2.60%),NCLDV__GVMAG-M-3300023174-5:2(2.60%),NCLDV__GVMAG-M-3300023184-133:2(2.60%),NCLDV__GVMAG-M-3300022752-39:2(2.60%),NCLDV__GVMAG-M-3300024277-1:1(1.30%),NCLDV__GVMAG-M-3300009164-8:1(1.30%),NCLDV__GVMAG-M-3300023174-182:1(1.30%),NCLDV__GVMAG-S-3300013014-88:1(1.30%),NCLDV__GVMAG-M-3300023174-166:1(1.30%),NCLDV__SRX474032-22:1(1.30%),NCLDV__GVMAG-M-3300027804-36:1(1.30%),NCLDV__GVMAG-S-ERX555931-87:1(1.30%),NCLDV__GVMAG-M-3300023174-147:1(1.30%),NCLDV__GVMAG-M-3300023184-12:1(1.30%),NCLDV__GVMAG-M-3300023174-157:1(1.30%),NCLDV__GVMAG-M-3300023184-72:1(1.30%),NCLDV__GVMAG-M-3300010334-24:1(1.30%)	NCLDV__g336:73(94.81%),NCLDV__g224:3(3.90%),NCLDV__g276:1(1.30%)	NCLDV__Mesomimiviridae:73(94.81%),NCLDV__Mimiviridae:3(3.90%),NCLDV__IM_09:1(1.30%)	NCLDV__Imitervirales:77(100.00%)	NCLDV__Megaviricetes:77(100.00%)	NCLDV__Nucleocytoviricota:77(100.00%)	NCLDV:77(100.00%)	1.9751935602779225	1.39	64.04	4	6	6	1.0	0	0	0	0.0	1	1	0	0	0	0	0.0	49	366513	26.29	382	91.15	code1
bin_6445	s_;g_;f_Mimiviridae;o_Imitervirales;c_Megaviricetes;p_Nucleocytoviricota;d_NCLDV	s_;g_;f_;o_;c_;p_;d_	NCLDV__Catovirus_CTV1_:12(18.18%),NCLDV__GVMAG-M-3300012954-26:10(15.15%),NCLDV__GVMAG-M-3300009436-15:9(13.64%),NCLDV__Terrestrivirus_sp-_:5(7.58%),NCLDV__Edafosvirus_sp-_:4(6.06%),NCLDV__Hyperionvirus_sp-_:3(4.55%),NCLDV__Fadolivirus:2(3.03%),NCLDV__ERX552300-8:2(3.03%),NCLDV__GVMAG-S-1021933-23:1(1.52%),NCLDV__SRX327520-331:1(1.52%),NCLDV__SRX327520-277:1(1.52%),NCLDV__Mimivirus_LCMiAC01:1(1.52%),NCLDV__GVMAG-M-3300021958-5:1(1.52%),NCLDV__ERX552255-53:1(1.52%),NCLDV__Indivirus_ILV1_:1(1.52%),NCLDV__GVMAG-M-3300009169-13:1(1.52%),EUK__Porphyra:1(1.52%),NCLDV__Bodo_saltans_virus_strain=NG1:1(1.52%),NCLDV__GVMAG-M-3300023179-18:1(1.52%),NCLDV__GVMAG-M-3300023179-27:1(1.52%),NCLDV__SRX802077-35:1(1.52%),NCLDV__Mimivirus_LCMiAC02:1(1.52%),NCLDV__GVMAG-S-3300013131-119:1(1.52%),EUK__Sterkiella:1(1.52%),NCLDV__Harvfovirus_sp-_:1(1.52%),ARC__Sulfolobus:1(1.52%),NCLDV__GVMAG-M-3300010334-28:1(1.52%)	NCLDV__g241-Klosneuvirinae:12(18.18%),NCLDV__g343:10(15.15%),NCLDV__g239-Klosneuvirinae:9(13.64%),NCLDV__g240:9(13.64%),NCLDV__g238-Klosneuvirinae:4(6.06%),NCLDV__g233-Klosneuvirinae:3(4.55%),NCLDV__g242:2(3.03%),NCLDV__g232:2(3.03%),NCLDV__g230:2(3.03%),NCLDV__g57:1(1.52%),NCLDV__g236:1(1.52%),NCLDV__g287:1(1.52%),NCLDV__g216:1(1.52%),EUK__Bangiaceae:1(1.52%),NCLDV__g237:1(1.52%),NCLDV__g336:1(1.52%),NCLDV__g235:1(1.52%),NCLDV__g268:1(1.52%),NCLDV__g234-Klosneuvirinae:1(1.52%),EUK__Oxytrichidae:1(1.52%),ARC__Sulfolobaceae:1(1.52%),NCLDV__g243:1(1.52%)	NCLDV__Mimiviridae:49(74.24%),NCLDV__Mesomimiviridae:11(16.67%),NCLDV__PM_07:1(1.52%),NCLDV__IM_08:1(1.52%),EUK__Bangiales:1(1.52%),NCLDV__IM_13:1(1.52%),EUK__Sporadotrichida:1(1.52%),ARC__Sulfolobales:1(1.52%)	NCLDV__Imitervirales:62(93.94%),NCLDV__Pimascovirales:1(1.52%),EUK__Bangiophyceae:1(1.52%),EUK__Spirotrichea:1(1.52%),ARC__Thermoproteia:1(1.52%)	NCLDV__Megaviricetes:63(95.45%),EUK__Rhodophyta:1(1.52%),EUK__Ciliophora:1(1.52%),ARC__Thermoproteota:1(1.52%)	NCLDV__Nucleocytoviricota:63(95.45%),EUK__Eukaryota:2(3.03%),ARC__Archaea:1(1.52%)	NCLDV:63(95.45%),EUK:2(3.03%),ARC:1(1.52%)	2.424238981712121	1.45	44.94	2	4	4	1.0	0	0	0	0.0	1	1	0	0	0	0	0.0	71	321242	22.8	359	91.4	code129
# GVClass Pipeline Version: 1.0.0
